comment_id,author,date,text,expected_label,model_pred,vectors
z13heluw2l21yhgov04ce5h53u2mhz4joes,ItstheSauce92,2014-07-23T05:22:52.881000,no one makes me wanna party like lmfao does    i just wanna rage every time one of these songs comes on  the only other band that does that is  quot on the rocks inc  quot  those kids know how to party,0,1,"0,-1,-1,-1,-1,-1,1,1,1"
z13uy1yrkprst3ouf22dundglo2dypric04,Naga Berapi,2014-07-22T19:53:51.238000,the best song ever ,0,0,"0,-1,-1,-1,-1,-1,-1,0,-1"
z120e5uiiuu4jlaen22dundglo2dypric04,Naga Berapi,2014-07-22T19:53:49.636000,the best song ever ,0,0,"0,-1,-1,-1,-1,-1,-1,0,-1"
z13xw1iqty25xhrcb23eg3yjrzift5yfq,ownpear902,2014-07-22T18:44:36.299000,check it out free stuff for watching videos and filling surveys br    br    a href  http   www prizerebel com index php r          http   www prizerebel com index php r          a ,1,1,"-1,1,-1,-1,-1,1,1,1,1"
z12mtxqrmxicjfx1s22egddrbnqssva5c04,kimberly dezan,2014-07-22T18:38:37.217000,love your song makes me happy,0,0,"0,-1,0,-1,-1,-1,1,-1,-1"
z13pc5zgykaetdf2123zhdra5orhjx2k5,fulvio colace,2014-07-22T16:54:45.949000,ooooo shuffllllllllllllllllllllllinnnnn,0,0,"-1,-1,-1,-1,-1,-1,-1,0,-1"
z12iz3brhtvcyt3ze04cjzpg0ljzft3qx0g,Salah DK,2014-07-22T13:45:20.355000,awesome,0,0,"-1,-1,-1,-1,-1,-1,0,0,-1"
z12uzjtpanvdhjmtr23asxgyiyjezjxe5,Juan Martinez,2014-07-22T13:22:54.111000,i learned the shuffle because of them,0,0,"-1,-1,-1,-1,-1,-1,-1,0,-1"
z12dvh0agvqtwzfpa04cfnayinbhf5s4jlw0k,Robotic Band,2014-07-22T12:52:36.698000,the best song i saw ,0,0,"0,-1,-1,-1,-1,-1,-1,0,-1"
z12wypgrswvfcnpnv22yzxjpftvvc5p22,aXXeHackeR,2014-07-22T11:41:57.927000,watch this with sound off ,0,0,"-1,-1,-1,-1,-1,-1,-1,0,-1"
z12hjvnykwipc3cjc04cjh5pbzjfijv5sck,Ksenia Vladimirova,2014-07-22T11:06:07.798000,looooooooove this song                ,0,0,"0,-1,-1,-1,-1,-1,-1,0,-1"
z121szzyozr4vpqqc04cdn5g4zjhutdosdw,ItsJoey Dash,2014-07-22T10:04:05.755000,everyone please subscribe to my channel or can you all just go look at my videos ,1,1,"-1,-1,-1,-1,-1,-1,-1,1,1"
z12dw3tbbzm2gpzty22gtf1bvviqeha2j,ItsJoey Dash,2014-07-22T10:04:00.700000,everyone please subscribe to my channel or can you all just go look at my videos ,1,1,"-1,-1,-1,-1,-1,-1,-1,1,1"
z13kflxgcqn3gv0hz04cdn5g4zjhutdosdw,ItsJoey Dash,2014-07-22T10:02:25.925000,everyone please go subscribe to my channel or just loon at my videos,1,1,"-1,-1,-1,-1,-1,-1,-1,1,1"
z13lvr4iupatjlrem231yvpxolzvspwdl,Salty Croc,2014-07-22T04:20:37.489000,like this comment for no reason,1,1,"-1,-1,-1,-1,-1,-1,-1,1,-1"
z12lxhrqdkyusbkji04cihtrvn3jvxnqszg0k,Bob Orton,2014-07-22T00:26:50.820000,love this song,0,0,"0,-1,0,-1,-1,-1,0,0,-1"
z12xhdjrsxm3v550w22oynsjrnmvjhkvj,LuckyMusiqLive,2014-07-21T22:25:54.048000,this song is awesome  these guys are the best  love this video too its hilarious lol  im getting popular fast because i rap with meaning  thumbs up if you piss next to the water in the toilet so it doesnt make noise,1,1,"0,-1,0,-1,-1,-1,1,1,1"
z13msngo3qvwx1ym223pehqgouexzdmnm,xXxPWND 420xXx,2014-07-21T11:05:51.945000,how many thumbs up for louis saving the day    ,1,0,"-1,-1,-1,-1,-1,-1,-1,0,-1"
z120hptrylzqzdsoj04cepaonmuyyr1afj0,Matheus Macedo,2014-07-21T04:24:24.585000,nice   ,0,0,"-1,-1,-1,-1,-1,-1,0,0,-1"
z12rwfnyyrbsefonb232i5ehdxzkjzjs2,Lisa Wellas,,              lovely girl talk to me xxx,1,1,"-1,-1,-1,-1,-1,-1,1,1,-1"
z130wpnwwnyuetxcn23xf5k5ynmkdpjrj04,jason graham,2015-05-29T02:26:10.652000,i always end up coming back to this song br   ,0,0,"0,-1,-1,-1,-1,-1,-1,0,0"
z13vsfqirtavjvu0t22ezrgzyorwxhpf3,Ajkal Khan,,my sister just received over       new  a rel  nofollow  class  ot hashtag  href  https   plus google com s    active   active  a  youtube views right now  the only thing she used was pimpmyviews  com,1,1,"-1,-1,-1,-1,-1,1,0,1,0"
z12wjzc4eprnvja4304cgbbizuved35wxcs,Dakota Taylor,2015-05-29T02:13:07.810000,cool,0,0,"-1,-1,-1,-1,-1,-1,0,0,-1"
z13xjfr42z3uxdz2223gx5rrzs3dt5hna,Jihad Naser,,hello i     am from palastine,1,1,"-1,-1,-1,-1,-1,-1,-1,1,-1"
z133yfmjdur4dvyjr04ceh2osl2fvngrqi4,Darrion Johnson,2015-05-29T01:27:30.360000,wow this video almost has a billion views  didn     t know it was so popular ,0,0,"-1,-1,-1,-1,-1,-1,0,0,0"
z12zgrw5furdsn0sc233hfwavnznyhicq,kyeman13,,go check out my rapping video called four wheels please ,1,1,"-1,1,-1,-1,-1,-1,-1,1,1"
z12vxdzzds2kzzrzq04cdjc4ozq2szuyl5o,Damax,2015-05-29T00:41:22.426000,almost   billion,0,0,"-1,-1,-1,-1,-1,-1,-1,0,-1"
z12gxdortqzwhhqas04cfjrwituzghb5tvk0k,Muhammad Asim Mansha,,aslamu lykum    from pakistan,1,0,"-1,-1,-1,-1,-1,-1,-1,0,-1"
z132wd4ywmicxj2gn04cdfhilyryjhmjhk00k,JuanPa Rap,2015-05-28T23:23:41.231000,eminem is idol for very people in espaa and mexico or latinoamerica,0,0,"-1,-1,-1,-1,-1,-1,-1,0,1"
z13si1rx3nnbshdoj04cinipcqzwsdhq0bc,Mjt12,,help me get    subs please ,1,1,"-1,-1,-1,-1,-1,-1,-1,1,-1"
z13hwbshcnrhztsw204cirfgvregzvywmag,emily 13,2015-05-28T23:10:37.700000,i love song   ,0,0,"0,-1,0,-1,-1,-1,0,0,-1"
z13nsd141x24yjh2m224xvlhisrqet4pj04,TheJohnRage,,alright ladies  if you like this song  then check out john rage  he     s a smoking hot rapper coming into the game  he     s not better than eminem lyrically  but he     s hotter  hear some of his songs on my channel ,1,1,"0,1,-1,-1,-1,-1,0,1,0"
z132ib3jvvqvzjj5t04ccrequzy5jhvr5ps0k,William Davis,2015-05-28T22:42:19.185000,the perfect example of abuse from husbands and the thing is i     m a feminist so i definitely agree with this song and well   if i see this someone     s going to die  just sayin ,0,0,"0,-1,-1,-1,-1,-1,0,0,0"
z13puxp4xp35shhfy22bxx5pqlecxhqgc04,Ashleigh_ Baise,2015-05-28T22:21:26.037000,the boyfriend was charlie from the tv show lost ,0,0,"-1,-1,-1,-1,-1,-1,-1,0,-1"
z13kyh3gdnnzdvxjt04ch5xzwlvjyfujpik,Lauralyn Karoll,, a href  https   www facebook com groups                   https   www facebook com groups                   a ,1,1,"-1,-1,-1,-1,-1,1,-1,1,1"
z12lhjtxlsisx55yu04cjp3x2mnmu34bh3g,Shirley Lim,,take a look at this video on youtube ,1,1,"-1,-1,-1,-1,-1,-1,-1,1,-1"
z13hhxajgrnldjmn523dsjqynsewilbm1,TMCB production (Instrumental Beats),,check out our channel for nice beats  ,1,1,"-1,1,-1,-1,-1,-1,1,1,-1"
z12xurdj0qznephwg04cftq5rszgxdnq0xw0k,Sylith,2015-05-28T21:50:26.114000,rihanna and eminem together are unstoppable ,0,0,"-1,-1,-1,-1,-1,-1,-1,0,-1"
z13isdtoikvzjlkij04cjxchbpv1tvpgmx40k,nepaladventure,,check out this playlist on youtube ,1,1,"-1,1,-1,-1,-1,-1,-1,1,-1"
z13qf1qgcyigy14mx223iv2yqxb5ebze4,Pugnsuit,2015-05-28T21:32:08.714000,this song is about rape and cheating   br    br    br    br    br    br    br    br    br    br   basically     ,0,0,"0,-1,-1,-1,-1,-1,-1,0,0"
z13tyhj4drvcxzllt222tvwp3qi1e34ju04,Inga Lomidze,,like please,1,0,"-1,-1,-1,-1,-1,-1,-1,0,-1"
z12fcjxowubrsnwx104cftlgcpfzw5uwbug0k,Izana,2015-05-28T20:46:16.348000,i love this song  can     t believe it was   years ago  it doesn     t get old though,0,0,"0,-1,0,-1,-1,-1,-1,0,0"
z12yg3dp5kf0hnbdj23aftm4iovygt32c,Daniel Klous,2015-05-28T20:24:21.778000,omg that looks just like a piece of the mirror of harry potter and the deathly hallows  br   either that house   sirius black ,0,0,"-1,-1,-1,-1,-1,-1,-1,0,1"
z13xstfb3srrybsb404ccl5w4u3gin4pliw,Martin Gébele MUSIC,,i shared my first song  quot i want you quot   and i hope you     ll like it  take a listen   a href  https   youtu be  yfuy gkr c  https   youtu be  yfuy gkr c  a ,1,0,"0,-1,-1,-1,-1,1,-1,0,1"
z12nebyotsjgdxusi22nwj04pzypjx4ti,Crudgy,,come and check out my music im spamming on loads of videos but its just to try and get my music across to new people,1,1,"-1,1,-1,-1,-1,-1,-1,-1,1"
z13ke3jo2mejdbj3v22rslzzwuekwhsch,Joyce Jones,,check out this playlist on youtube ,1,1,"-1,1,-1,-1,-1,-1,-1,1,-1"
z13gvxshio2lcx1fx22oc3jplwmhzrpsz,Hambro,,huh hyuck hyuck im special who     s watching this in      im from australia or something give me attention please im just a rapper with a dream im gonna share this on google plus because im so cool ,1,1,"-1,-1,-1,-1,-1,-1,1,1,1"
z12litdrrkzmg51kn23ghl2rctvttp0c4,LIL TEZ,2015-05-28T20:11:52.781000,you exactly who u want to be watching your favourite rappers on tv,0,0,"-1,-1,-1,-1,-1,-1,-1,0,0"
z13mwrzgekanfjbnw23pgfwzwzf4wxgwv04,Maryf,2015-05-28T19:27:42.212000,rihanna is absolutely gorgeous in this video ,0,0,"-1,-1,-1,-1,-1,-1,0,0,-1"
z12wefdg1w2sz3ase22tsd4j2xn1ybakp,There's No Saving Grace (FreakOffLeash),,check out this video on youtube  br    br   love this song    it     s all good will never go back that but i     ll always remember the passion but never want to go back to being dysfunctional insanity        goal is to live happy not live insane  ,1,1,"0,1,0,-1,-1,-1,0,1,1"
z12phhz5snysw5yn122xtjtiennhtlqc5,Kishore sl,2015-05-28T18:41:47.260000,don     t love someone soo much  love the way u lie  ,0,0,"-1,-1,0,-1,-1,-1,0,0,0"
z121djwacsnbjhafe22nfvj5fuqti5i0t,Dragon Addict,2015-05-28T17:49:36.288000,one of the best songs in music history,0,0,"0,-1,-1,-1,-1,-1,-1,0,-1"
z12txfjzxvnaez5ov04cgjkbhnrnt3nzv04,Belinda Mitchell,,check out this playlist on youtube ,1,1,"-1,1,-1,-1,-1,-1,-1,1,-1"
z125zruy3pfweniga04celt52kjjjxvgik40k,Klaudia Marysol,,check out this video on youtube ,1,1,"-1,1,-1,-1,-1,-1,-1,1,-1"
z133sdliqlyvjldpn04cdxfhltqeen2gtsc0k,Rachael Knapp,,check out this video on youtube ,1,1,"-1,1,-1,-1,-1,-1,-1,1,-1"
z12bdbbiyljvspiop04cgxpzmz3fgn2zppw0k,susie johnson,2015-05-28T17:27:31.425000,no i hate the way u lie  ,0,0,"-1,-1,-1,-1,-1,-1,0,0,-1"
z12ruf1qbzv5xxdqq04cgjmiknmhx1mq314,Playboy 808,2015-05-28T17:25:06.652000,fuck eminem  bieber is the best  lt  ,0,0,"-1,-1,-1,-1,-1,-1,-1,0,-1"
z13ss524vpztvf2de23cyz2bmlfbvtcx304,Melissa Erhart,,check out this playlist on youtube chcfcvzfzfbvzdr,1,1,"-1,1,-1,-1,-1,-1,-1,1,-1"
z13uhpnygtntxr1q104cdb441oz0c5lz3yk0k,melissa delaney,,check out this playlist on youtube  ,1,1,"-1,1,-1,-1,-1,-1,-1,1,-1"
z12hsdhwjqesj54wz04cc5aikwemsrarvak,Ben Romanucci,,im gonna share a little ryhme canibus blows eminem away a quadrillion times especially about the categories of intelligent things in his mind  that he learned and rapped about and forgot before eminem spit his first ryme luv ya linz  e,1,0,"-1,-1,-1,-1,-1,-1,0,0,1"
z12evpx4aliqc1fmp22sifxaiubaxrwre04,kevin alvarado,,check out this video on youtube ,1,1,"-1,1,-1,-1,-1,-1,-1,1,-1"
z13gctgbhzitfr1up22axlkztzntfvjzt04,mona lavallee,,check out this video on youtube br    br    br   ,1,1,"-1,1,-1,-1,-1,-1,-1,1,-1"
z13ktfeorojjx3dbd04cdzngspmlzj5qghs,Daniel Wagemans,,check out the new remix     br   click click   ,1,1,"-1,1,-1,-1,-1,-1,-1,1,-1"
z12asj4zop3ktr1le22ac54rmryqg321y,Greg Porter,,check out this playlist on youtube ,1,1,"-1,1,-1,-1,-1,-1,-1,1,-1"
z12avrn4pmaaw34bc04cjfhhjvuazn3w0qk0k,Chris Faith,,i personally have never been in a abusive relationship  i probably never will  i don     t hit women  mom has my dad used to hit my mom before he left  i can relate i     m writing about one at the moment subscribe to hear it  every fan counts ,1,0,"-1,-1,-1,-1,-1,-1,-1,-1,0"
z12ofn4qmkmadrykm22bw5dgns3cxjcrh04,sonia prudencio,2015-05-28T16:58:53.855000,love,0,0,"-1,-1,0,-1,-1,-1,0,0,-1"
z130wtjzpzjvzdtrf04cd5e4zpehgro5eoo0k,Romulus IV,2015-05-28T16:09:13.677000,haha  i can     t believe how many kids listen to eminem   you kids know that he does drugs and ends high in jail  i wonder why he never ended od  ,0,0,"-1,-1,-1,-1,-1,-1,-1,0,1"
z12qslfpnzyytzhfs23sxzpo0zjnibzw404,awsome models,,plese subscribe to me,1,1,"-1,-1,-1,-1,-1,-1,-1,1,-1"
z134hvbh0uqsvrhvc22bd5irmlnsxll4f04,Kyle Joyce,,check out this video on youtube ,1,1,"-1,1,-1,-1,-1,-1,-1,1,-1"
z12vv12yzxuzhnaw104cg3hyboiwyvc4ea0,CypherBrothers,,aye homies check out our remix to    cent your life is on the line we just started our youtube channel and we are all ways working hard  give us some feed back on our latest song on what you guys think if you like show support ,1,1,"0,1,-1,-1,-1,-1,-1,-1,1"
z13zety5rwintlwlp23jtf5gxtalhlqrx04,Lynda Johnson,2015-05-28T15:19:53.599000,this is the  nd most best song when im gone by m amp m,0,0,"0,-1,-1,-1,-1,-1,-1,0,0"
z12pivfwewrbghj5504ccf5binmnurn5chg,Bryan Carter,,check out this video on youtube ,1,1,"-1,1,-1,-1,-1,-1,-1,1,-1"
z12ujdnhpwroej3rd04cgrlguunjdnfwmkc0k,Bo Lanciné MAGASSOUBA,2015-05-28T11:47:37.722000,we go for               for eminem,0,0,"-1,-1,-1,-1,-1,-1,-1,0,-1"
z12zfn0hzpazglcqa04cel05ixmujrq4ns40k,Supernatural Kubilay,2015-05-28T07:23:37.637000,eminem and rihanna sing the song very well ,0,0,"0,-1,-1,-1,-1,-1,-1,0,-1"
z12mjlfh2wyzzzc3e22sehuzmmjmstlv2,Bilinmeyenin Bilinmeyeni,,subscribe me secret videos  d,1,1,"-1,-1,-1,-1,-1,-1,1,1,-1"
z13ahxgwpxvqwdc5l04cfx04zujse1vqprc0k,Janie Musgrove,,check out this video on youtube ,1,1,"-1,1,-1,-1,-1,-1,-1,1,-1"
z13agbcrkp34wjdgl04cefs5lvvcxzeoj0s,Karen Cook,,check out this video on youtube but i     m not rhinnah,1,1,"-1,1,-1,-1,-1,-1,-1,1,1"
LneaDw26bFt7RP87Zm4xWaDRwG5SE0XUHC_YBbvPQhQ,ultimatecleanmusic,,subscribe to me for clean eminem ,1,1,"-1,-1,-1,-1,-1,-1,1,1,-1"
LneaDw26bFshLT1-9YrPxWqbLzAdCIz2qsKDoIM2SDY,DJ ROY,, hey youtubers        i really appreciate all of you who took the time  to read this  i am just a    year old boy who wants to be a successful musician in the           music world      i dont have any money to advertise my channel      if you could just visit my channel  comment on my video or subscribe  that would be great         it will only be few seconds of your life          thank u to all the people who just gave me a chance l really appreciate it ,1,1,"-1,-1,-1,-1,-1,-1,-1,-1,1"
z13dd1easxeqvnjxj04cerrianuqvzhyh3g,Puan Sha Zamri,2015-05-28T07:22:25.813000,love the way you lie    quot ,0,0,"-1,-1,0,-1,-1,-1,1,0,-1"
z12dhdyq0lrxvfnkc23audjzgyjlhjoi204,andrewregino1,,check out this video on youtube ,1,1,"-1,1,-1,-1,-1,-1,-1,1,-1"
LneaDw26bFsY5GVSw7Ysrp_qYtM0fQNxxmgXMIejcys,Pedazo Astur,,this guy win dollars sleeping    m m m he loves the planet its full of retards,1,0,"-1,-1,-1,-1,-1,-1,0,0,0"
LneaDw26bFspn3Az6aidHV7B4bezpM4wwmxPZdnRcI0,A Way With Words,,check out our cover of this song ,1,1,"0,1,-1,-1,-1,-1,-1,1,-1"
z13bjd54knqthbzis04cjb5xxsydfhzqejk,Louis Serano,,check out this video on youtube ,1,1,"-1,1,-1,-1,-1,-1,-1,1,-1"
z13cxvn4hyjbyjiab04cepiynzaihpmpp24,Muhamat Agus,2015-05-28T06:20:49.335000,goot,0,0,"-1,-1,-1,-1,-1,-1,-1,0,-1"
z12yzzqoozqieho4x04ci12qbrzhyzyyvjg,iSmartKid,2015-05-28T03:27:18.079000,     but im still listening to this ,0,0,"-1,-1,-1,-1,-1,-1,-1,0,-1"
z13fybbinsbfsxkmp22xcdlr1lqjuzi5i04,Jodie Jackson,2015-05-28T01:55:43.908000,how is this the most watched eminem video  it beats not afraid  ,0,0,"-1,-1,-1,-1,-1,-1,0,0,0"
LneaDw26bFt7AvG8x15igOZvrWApak5Zh5-PPag9YTs,themagicmangotree,,check out my channel for funny skits  thanks ,1,1,"-1,1,-1,-1,-1,-1,1,1,-1"
LneaDw26bFvYw369Q5okcXCmHP7yDxn75UhHEKdI8Kc,AllDailyVines,,hahahahah   d like vines    subscribe to me for daily vines,1,1,"-1,-1,-1,-1,-1,-1,-1,1,1"
LneaDw26bFsR_suTFQXPd6_Nuv-oikecM7Vx539o-2k,Samantha Sawyer,,please read this please  i am a country singer who is trying to become someone  so if you would like my videos please  just type    boys round here by country girl  only on computer  wasting all these tears e t  please subscribe and like,1,1,"-1,-1,-1,-1,-1,-1,1,-1,1"
z124ipdjxtumszl0c23schdzqpb0xvczx04,Tajuanna Davis,,check out this video on youtube ,1,1,"-1,1,-1,-1,-1,-1,-1,1,-1"
LneaDw26bFscYlZhrdft-O6Q7koeIpT4s4zpkbDHxl4,FreshX,,guys share this video       he must have               views  share on facebook  groups  pages  ,1,0,"-1,-1,-1,-1,-1,-1,-1,0,0"
LneaDw26bFsrleSoC9hVAdk8QmJCwfmQ1BuBDhQBQ6E,Wild 'N' Out,,check out eminem   rap god lyric video,1,1,"-1,1,-1,-1,-1,-1,1,1,-1"
z13durcjdm23ifwo204cfxhzawawsrmps24,Alura Patterson,2015-05-28T01:51:54.181000,love this song,0,0,"0,-1,0,-1,-1,-1,0,0,-1"
z12ied2xrpvuyrhkw224hxphqrzeev5s2,Cristian Sepulveda,2015-05-28T01:47:29.843000,rihana  love me    ,0,1,"-1,-1,0,-1,-1,-1,1,1,-1"
LneaDw26bFuUatkiFUWLUY4JNw8D3HREKe8cD134B3U,Michael J. Cabose,,like this comment then type     ,1,1,"-1,-1,-1,-1,-1,-1,-1,1,-1"
z12buhk4iou1g3jl322ts5mzltm4fdhpz04,RoyEpperson,2015-05-28T00:59:58.305000,is that charlie from lost  br   ,0,0,"-1,-1,-1,-1,-1,-1,-1,0,-1"
z13hcbfavrmgdz5df23nvnewnrbqj31vr,TheSkullcrusher73,2015-05-28T00:13:57.590000,who the fuck cheats on megan fox,0,0,"-1,-1,-1,-1,-1,-1,0,0,-1"
z13ui5tzlzucinaab04chvzqps22cxhznxc0k,Sebastian Martinez,2015-05-27T23:35:12.915000,that is megan fox,0,0,"-1,-1,-1,-1,-1,-1,-1,0,-1"
z13ufngwhsmyedddo23yhp3hroypufsmz,Febe Gonzalez,2015-05-27T21:01:51.708000,i love music,0,0,"-1,-1,0,-1,-1,-1,0,0,-1"
LneaDw26bFv6O3PTavPjpuAqyBikCq_8e6hyf4UjzYU,Michael J. Cabose,,like this comment then type     ,1,1,"-1,-1,-1,-1,-1,-1,-1,1,-1"
z13xcrw5xrregt5gu04cg5rrtl3mwdkp33o,Laura Da Silva,2015-05-27T20:53:19.614000,,0,0,"-1,-1,-1,-1,-1,-1,-1,0,-1"
z13seb1gkmvqd1qne22ef3uihziwzlpqc04,Bayern Franken,2015-05-27T20:37:13.947000,hot hot,0,0,"-1,-1,-1,-1,-1,-1,0,0,-1"
z134hfcw5v20ztroh04cjv4aezyaz5lq3zs0k,Tyler Gilman,,check out this video on youtube ,1,1,"-1,1,-1,-1,-1,-1,-1,1,-1"
LneaDw26bFuiuUSZ-vXu3wz5XEsS6fhI7SHFsSXLcdo,ViperFoe,,wow justin bieber is better  thats why when he buys medication he always shares with his half wited money alfred but sadly enough he is an attention hog with swamp ass and an eating disorder filled with sassy mice  and flaming hot cheetos that he can eat with the power of the samurman ,1,0,"-1,-1,-1,-1,-1,-1,0,0,0"
z13oexlyfxivznriw04cdxmqqpmgy3bi5z40k,Jimmy Hopkins,2015-05-27T20:02:52.297000,this fucking song like a     n oreo the only white part is the good  ,0,0,"0,-1,-1,-1,-1,-1,0,0,0"
z12oyrwohnngydher22nvh2qqvmtcvqo004,Dale Sullivan,2015-05-27T19:09:05.210000,no where near one of eminems actual best songs  real fans know what im talking about  untitled  cold wind blows  welcome   hell  elevator  business  wtp  almost famous     to life  rock bottom  no apologies  same song and dance  without me  way i am  toy soldiers  mosh and insane  lt  songs off the top of my head that     s better,0,0,"0,-1,-1,-1,-1,-1,0,0,0"
LneaDw26bFuP3B-am8XnZ--Od7F-JAwYOX4wwSK6Z64,volleyballspikerable,,finally someone shares the same opinion as me  i     ve tried really hard to like gangnam style but i just can     t  i don     t even get the dance either  a song like this should be more popular than gangnam style  at least it makes sense ,1,0,"0,-1,-1,-1,-1,-1,0,0,0"
LneaDw26bFutstEGU6gC3skDv8gnI8WnvWwvbuw3TP0,DanteBTV,,check out the new hot video by dante b called riled up,1,1,"-1,1,-1,-1,-1,-1,1,1,1"
LneaDw26bFvx3P5m9aHNEmwxaQJ2-C9iXQYdJD8fpiA,DanteBTV,,check out the new hot video by dante b called riled up,1,1,"-1,1,-1,-1,-1,-1,1,1,1"
z12ithhjbzzhwdmy504cfd4ypkiiizlbg3k,Ali Baza,2015-05-27T18:33:10.607000,still listening still same pleasure,0,0,"-1,-1,-1,-1,-1,-1,-1,0,-1"
LneaDw26bFuYQhgPVcKoJxOS7aSiV7l-Ce25QwQEabw,Josephine Monti,, facebook password hack       facebook pass hack     blogspot com only      working software for hacking any facebook password  it     s free for download and breaks any password in       minutes       virus free  for details and free download please visit facebook pass hack     blogspot com ,1,1,"-1,-1,-1,-1,-1,-1,1,0,1"
z12ey1yzeo3quba4j04cfri44zazflihkes,Aurora Calvanelli,2015-05-27T18:00:23.754000,i love you ,0,0,"-1,-1,0,-1,-1,-1,0,0,-1"
z13qjrqjnqbcvnpeg23lubsaezyzx1wti,LXZNY,2015-05-27T17:47:58.539000,      the time past so fast   ,0,0,"-1,-1,-1,-1,-1,-1,-1,0,-1"
LneaDw26bFsE40L22WKVUqwIkp6g-YbHB2NgDr9DNo8,Dakoda Bigelow,,hey everyone  i     m dakoda bigelow   i     m a    year old singer  rapper and producer   i     ve gained over         views so far but i really need more views  likes and subscribers in order to make it   check out my brand new music video for my song so gone   also check out my new song called deaf   a few moments of your time would be greatly appreciated and you won     t regret it     please thumbs this up so more people can see it   thanks for the support ,1,1,"0,1,-1,-1,-1,-1,-1,1,0"
z13ddxrp0kv1gb13u22xudej0xrfwjk1f,ankan412,2015-05-27T17:38:49.616000,      fuck yeah,0,0,"-1,-1,-1,-1,-1,-1,0,0,-1"
z134d5u5gkeeudxkj234wpgbxxezi1eb104,UserGamer51 _,2015-05-27T17:33:07.626000,eminem is a ginius stop ,0,0,"-1,-1,-1,-1,-1,-1,-1,0,-1"
z13sgp25fzybg11lc23bhncaipqvgz14q04,Fill Reseni,2015-05-27T17:10:53.724000,the rap  cool     rihanna  sttuupid,0,0,"-1,-1,-1,-1,-1,-1,0,0,-1"
z12mw1oyume1vb3by04ci3u5it3pgbbgrng0k,King Kunta,2015-05-27T09:59:32.192000,feels and emotions in this song   god damn,0,0,"0,-1,-1,-1,-1,-1,-1,0,-1"
LneaDw26bFt04z-5gd60QQsZAfjRxMsf7yqOomgDuvg,Joden Brett,,all u should go check out j rants vi about eminem,1,1,"-1,1,-1,-1,-1,-1,-1,1,0"
z13gi54oqrf2hlkxg04cedchhrnjy13oj4s,GB REEFAT,2015-05-27T07:44:24.226000,megan fox and eminem together in a video doesnt get better than that,0,0,"-1,-1,-1,-1,-1,-1,-1,0,0"
z13suzmh3uztgzwpo04cczvhfqfyifcawws0k,char mcleod,,check out this video on youtube   a rel  nofollow  class  ot hashtag  href  https   plus google com s    eminem   eminem  a   a rel  nofollow  class  ot hashtag  href  https   plus google com s    lovethewayyoulie   lovethewayyoulie  a   a rel  nofollow  class  ot hashtag  href  https   plus google com s    rapgod   rapgod  a   a rel  nofollow  class  ot hashtag  href  https   plus google com s    king   king  a  ,1,1,"-1,1,-1,-1,-1,1,-1,1,1"
LneaDw26bFsatnacZXb_S1v2dOV0EyaNuykTxwkPmWg,101Tele,,yo i know nobody will probably even read this    but im gonna type it any way because i hope at least one person will  i     m a rapper with a dream  i know there     s like    k of those in this world  but please check out my music and subscribe  if you want   thanks   i would love nothing more than to have a decent following on youtube    if anyone  reading this could press the  quot thumbs up quot  other people will see it  just a simple button press  could make my dream come true    thank you,1,1,"-1,1,0,-1,-1,-1,-1,-1,1"
z12ecbfbewzlxxe5u04cjtmhqnzsdvyx1vs0k,leslie mendoza,2015-05-27T04:28:42.896000,best song,0,0,"0,-1,-1,-1,-1,-1,-1,0,-1"
LneaDw26bFtwg5A1ijrcWVqI_5EptEDoyiygIJl5Xp4,real money,, subscribe to my feed,1,1,"-1,-1,-1,-1,-1,-1,-1,1,-1"
LneaDw26bFtiRx1bZC7n8eZ5ZsRoXrrrfdVu_92PJd4,SlimShadyPG,,everyone go and share youtu  be arkglzjqup  on fb twitter g  to vote for eminem to become artist of the year on first ever youtube music awards      and get this method to cheat at internet roulette out of eminems video   shady artist of the year  ,1,1,"-1,-1,-1,-1,-1,-1,-1,1,0"
LneaDw26bFu5UYF_PGCmMngzhI9QbSqmuO8zWFK0DCk,MegaEvilMonkee,,check out em     s dope new song monster here   watch v w gkm xny m  mmlp  ftw   ,1,1,"0,1,-1,-1,-1,-1,-1,0,0"
LneaDw26bFs8EyO6vOIKjYpRt-sa-JxqbsTjjcbiPaQ,Adela Korman,,  check out my sexy video   ,1,1,"-1,1,-1,-1,-1,-1,1,1,-1"
LneaDw26bFuLqTvlvHELy-tdwJHJYoSpv3zRbTj-5SQ,Adela Korman,,  check out my sexy video   ,1,1,"-1,1,-1,-1,-1,-1,1,1,-1"
z13acfnbooefdzs4b04chtqjgyu0g5qqmgg,Sean Gormaly,2015-05-27T01:47:25.865000,is that charlie from lost ,0,0,"-1,-1,-1,-1,-1,-1,-1,0,-1"
z13sy3uphtayfrujz04citigxpnfj5c4gk00k,DrAxel81,2015-05-26T23:58:40.132000,anyone else notice that megan fox is in this video ,0,0,"-1,-1,-1,-1,-1,-1,-1,0,0"
LneaDw26bFu5aHCxlCYOFf1hW49mEQ4diJ3yjwxuW3U,Chuck Norris,,do you need more instagram followers or photo likes  check out igblast com and get em in minutes ,1,1,"-1,1,-1,-1,-1,-1,-1,0,1"
