ProviderNumber,HospitalName,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Stateavg
110040,BJC MEDICAL CENTER,COMMERCE,GA,30529.0,JACKSON,7063351101.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,GA_SCIP-VTE-2
180103,CENTRAL BAPTIST HOSPITAL,LEXINGTON,KY,40503.0,FAYETTE,8592606100.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,KY_PN-2
150109,LAFAYETTE HOME HOSPITAL,LAFAYETTE,IN,47904.0,TIPPECANOE,7654476811.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,IN_PN-4
50334,SALINAS VALLEY MEMORIAL HOSPITAL,SALINAS,CA,93901.0,MONTEREY,8317574333.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,CA_PN-3B
110187,CHESTATEE REGIONAL HOSPITAL,DAHLONEGA,GA,30533.0,LUMPKIN,7068646136.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,GA_SCIP-VTE-2
10018,CALLAHAN EYE FOUNDATION HOSPITAL,BIRMINGHAM,AL,35233.0,JEFFERSON,2053258100.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,AL_AMI-1
250134,WHITFIELD MEDICAL SURGICAL HOSPITAL,WHITFIELD,MS,39193.0,RANKIN,6013518400.0,Acute Care Hospitals,Government - State,No,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,MS_AMI-7A
40114,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,LITTLE ROCK,AR,72205.0,PULASKI,5012022000.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),AR_SCIP-INF-6
140013,RUSH FOUNDATION HOSPITAL,PEORIA,IL,61614.0,PEORIA,3096911000.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,IL_SCIP-VTE-1
111314,EARLY MEMORIAL HOSPITAL,BLAKELY,GA,39823.0,EARLY,2297234241.0,Critical Access Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),GA_SCIP-INF-3
241305,RIVERWOOD HEALTHCARE CENTER,AITKIN,MN,56431.0,AITKIN,2189275501.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,MN_AMI-2
241344,LIFECARE MEDICAL CENTER,ROSEAU,MN,56751.0,ROSEAU,2184632500.0,Critical Access Hospitals,Voluntary non-profit - Private,uci,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,MN_PN-7
190078,ACADIAN MEDICAL CENTER,EUNICE,LA,70535.0,SAINT LANDRY,3375807504.0,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,LA_PN-2
111308,CLINCH MEMORIAL HOSPITAL,HOMERVILLE,GA,31634.0,CLINCH,9124875211.0,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,GA_PN-5C
231316,HILLS & DALES GENERAL HOSPITAL,CASS CITY,MI,48726.0,TUSCOLA,9898722121.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,MI_SCIP-INF-2
130067,IDAHO DOCTORS HOSPITAL,BLACKFOOT,ID,83221.0,BINGHAM,2087822900.0,Acute Care Hospitals,Proprietary,No,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),ID_HF-3
30084,CHINLE COMPREHENSIVE CARE FACILITY,CHINLE,AZ,86503.0,APACHE,9286747040.0,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),AZ_SCIP-INF-6
171347,SHERIDAN COUNTY HOSPITAL,HOXIE,KS,67740.0,SHERIDAN,7856753281.0,Critical Access Hospitals,Government - Local,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,KS_AMI-7A
171366,HARPER HOSPITAL DISTRICT NO 5,HARPER,KS,67058.0,HARPER,6208967324.0,Critical Access Hospitals,Government - Hospital District or Authority,No,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,KS_AMI-7A
241322,RAINY LAKE MEDICAL CENTER,INTERNATIONAL FALLS,MN,56649.0,KOOCHICHING,2182835400.0,Critical Access Hospitals,Voluntary non-profit - Private,No,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,MN_HF-4
10078,NORTHEAST ALABAMA REGIONAL MED CENTER,ANNISTON,AL,36207.0,CALHOUN,2562355121.0,Acute Care Hospitals,Government - Local,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,AL_AMI-8A
180056,METHODIST HOSPITAL,HENDERSON,KY,42420.0,HENDERSON,2708277700.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),KY_PN-6
260207,DOCTORS HOSPITAL OF SPRINGFIELD,SPRINGFIELD,MO,65803.0,GREENE,4178374000.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,MO_AMI-8A
170194,DOCTORS HOSPITAL LLC,LEAWOOD,KS,66211.0,JOHNSON,9135291822.0,Acute Care Hospitals,Proprietary,No,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,KS_HF-1
110164,COLISEUM MEDICAL CENTER,MACON,GA,31217.0,BIBB,4787654100.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-2,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,GA_PN-2
100230,MEMORIAL HOSPITAL PEMBROKE,PEMBROKE PINES,FL,33024.0,BROWARD,9549629650.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),FL_SCIP-INF-6
170196,KANSAS SPINE HOSPITAL LLC,WICHITA,KS,67226.0,SEDGWICK,3164625310.0,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,KS_AMI-2
210017,GARRETT COUNTY MEMORIAL HOSPITAL,OAKLAND,MD,21550.0,GARRETT,3015334000.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,MD_PN-5C
50174,SANTA ROSA MEMORIAL HOSPITAL,SANTA ROSA,CA,95405.0,SONOMA,7075255300.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Children&#8217;s Asthma Care,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,CA_PN-5C
70005,WATERBURY HOSPITAL,WATERBURY,CT,6721.0,NEW HAVEN,2035736000.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,CT_SCIP-CARD-2
100012,LEE MEMORIAL HOSPITAL,FORT MYERS,FL,33901.0,LEE,2393321111.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,FL_PN-4
10043,CHILTON MEDICAL CENTER,CLANTON,AL,35045.0,RAPIDES,2057552500.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,AL_AMI-2
230277,HURON VALLEY-SINAI HOSPITAL,COMMERCE TOWNSHIP,MI,48382.0,OAKLAND,2489373370.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),MI_SCIP-INF-6
210018,MONTGOMERY GENERAL HOSPITAL INC,OLNEY,MD,20832.0,MONTGOMERY,3017748882.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,MD_AMI-2
100131,AVENTURA HOSPITAL & MEDICAL CENTER,AVENTURA,FL,33180.0,MIAMI-DADE,3056827000.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,FL_SCIP-INF-1
170137,LAWRENCE MEMORIAL HOSPITAL,LAWRENCE,KS,66044.0,DOUGLAS,9137496100.0,Acute Care Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,KS_SCIP-VTE-1
100117,BAPTIST MEDICAL CENTER  BEACHES,JACKSONVILLE BEACH,FL,32250.0,DUVAL,9042472900.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,FL_SCIP-INF-4
181328,KNOX COUNTY HOSPITAL,BARBOURVILLE,KY,40906.0,KNOX,3372892000.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,KY_HF-4
220074,SOUTHCOAST HOSPITAL GROUP; INC,FALL RIVER,MA,2720.0,PLYMOUTH,5086793131.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),MA_PN-6
250079,SHARKEY ISSAQUENA COMMUNITY HOSPITAL,ROLLING FORK,MS,39159.0,SHARKEY,6628734395.0,Acute Care Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,MS_SCIP-VTE-2
61307,RANGELY DISTRICT HOSPITAL,RANGELY,CO,81648.0,RIO BLANCO,9706755011.0,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,CO_PN-2
240052,LAKE REGION HEALTHCARE CORPORATION,FERGUS FALLS,MN,56537.0,OTTER TAIL,2187368000.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,MN_PN-2
100118,FLORIDA HOSPITAL  FLAGLER,PALM COAST,FL,32164.0,FLAGLER,3865862000.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,FL_HF-4
110031,SPALDING REGIONAL MEDICAL CENTER,GRIFFIN,GA,30223.0,SPALDING,7702282721.0,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,GA_AMI-1
140048,ADVOCATE TRINITY HOSPITAL,CHICAGO,IL,60617.0,COOK,7739672000.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,IL_SCIP-INF-4
31303,SOUTHEAST ARIZONA MEDICAL CENTER,DOUGLAS,AZ,85607.0,COCHISE,5203647931.0,Critical Access Hospitals,Voluntary non-profit - Private,No,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,AZ_HF-4
171348,NORTON COUNTY HOSPITAL,NORTON,KS,67654.0,NORTON,7858773351.0,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,KS_PN-5C
100142,JACKSON HOSPITAL,MARIANNA,FL,32446.0,JACKSON,8507182620.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,FL_SCIP-INF-2
40002,JOHNSON REGIONAL MEDICAL CENTER,CLARKSVILLE,AR,72830.0,JOHNSON,4797545454.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,AR_AMI-1
241363,STEVENS COMMUNITY MEDICAL CENTER,MORRIS,MN,56267.0,STEVENS,3205891313.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,MN_HF-4
30101,WESTERN ARIZONA REGIONAL MEDICAL CTR,BULLHEAD CITY,AZ,86442.0,MOHAVE,9287632273.0,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AZ_HF-3
140015,BLESSING HOSPITAL,QUINCY,IL,62301.0,ADAMS,2172235811.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,IL_HF-2
50008,DAVIES MEDICAL CENTER,SAN FRANCISCO,CA,94115.0,SAN FRANCISCO,4156006000.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,CA_PN-3B
30103,MAYO CLINIC HOSPITAL,PHOENIX,AZ,85054.0,MARICOPA,4805156296.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,AZ_PN-2
150146,PARKVIEW NOBLE HOSPITAL,KENDALLVILLE,IN,46755.0,NOBLE,2603478700.0,Acute Care Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),IN_SCIP-INF-6
10006,ELIZA COFFEE MEMORIAL HOSPITAL,FLORENCE,AL,35631.0,LAUDERDALE,2567688400.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,AL_SCIP-VTE-1
100099,LAKE WALES MEDICAL CENTER,LAKE WALES,FL,33853.0,POLK,8636761433.0,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,FL_PN-2
160032,SKIFF MEDICAL CENTER,NEWTON,IA,50208.0,JASPER,6417921273.0,Acute Care Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,IA_SCIP-INF-4
110184,WELLSTAR DOUGLAS HOSPITAL,DOUGLASVILLE,GA,30134.0,DOUGLAS,7709491500.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,GA_HF-1
210029,JOHNS HOPKINS BAYVIEW MEDICAL CENTER,BALTIMORE,MD,21224.0,BALTIMORE CITY,7148435000.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,MD_AMI-4
110161,NORTHSIDE HOSPITAL,ATLANTA,GA,30342.0,FULTON,4048518000.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),GA_SCIP-INF-6
150009,CLARK MEMORIAL HOSPITAL,JEFFERSONVILLE,IN,47130.0,CLARK,8122826631.0,Acute Care Hospitals,Government - Local,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,IN_PN-4
21303,SITKA COMMUNITY HOSPITAL,SITKA,AK,99835.0,SITKA,9077473241.0,Critical Access Hospitals,Government - Local,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,AK_AMI-2
110016,MCDUFFIE REGIONAL MEDICAL CENTER,THOMSON,GA,30824.0,MCDUFFIE,7065951411.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,GA_SCIP-CARD-2
170074,JONES REGIONAL MEDICAL CENTER,ANAMOSA,IA,52205.0,JONES,3194626131.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,IA_SCIP-INF-2
50744,WESTERN MEDICAL CENTER HOSP ANAHEIM,ANAHEIM,CA,92805.0,ORANGE,7145336220.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),CA_SCIP-INF-6
61325,PIONEERS MEDICAL CENTER,MEEKER,CO,81641.0,RIO BLANCO,9708785047.0,Acute Care - VA Medical Center,Government - Hospital District or Authority,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,CO_AMI-5
10146,JACKSONVILLE MEDICAL CENTER,JACKSONVILLE,AL,36265.0,CALHOUN,2567824538.0,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,AL_AMI-5
60032,ROSE MEDICAL CENTER,DENVER,CO,80220.0,DENVER,3033202121.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,CO_SCIP-INF-2
230093,FREEMAN NEOSHO HOSPITAL,NEOSHO,MO,64850.0,NEWTON,4174511234.0,Critical Access Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,MO_SCIP-CARD-2
50205,EAST VALLEY HOSPITAL MEDICAL CENTER,GLENDORA,CA,91740.0,LOS ANGELES,6263350231.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,CA_SCIP-INF-4
271317,LIVINGSTON HEALTHCARE,LIVINGSTON,MT,59047.0,PARK,4062223541.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,MT_PN-7
111327,BACON COUNTY HOSPITAL,ALMA,GA,31510.0,BACON,9126328961.0,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),GA_SCIP-INF-6
60107,NATIONAL JEWISH HEALTH,DENVER,CO,80206.0,DENVER,3033884461.0,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,CO_SCIP-VTE-1
51316,FAIRCHILD MEDICAL CENTER,YREKA,CA,96097.0,SISKIYOU,5308424121.0,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,CA_HF-2
220012,CAPE COD HOSPITAL,HYANNIS,MA,2601.0,BARNSTABLE,5087711800.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,MA_PN-4
51302,SOUTHERN INYO HOSPITAL,LONE PINE,CA,93545.0,INYO,7608765501.0,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,CA_AMI-2
50534,JOHN F KENNEDY MEMORIAL HOSPITAL; INC,INDIO,CA,92201.0,RIVERSIDE,7603476191.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,CA_SCIP-INF-4
170197,KANSAS MEDICAL CENTER LLC,ANDOVER,KS,67002.0,BUTLER,3163004000.0,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,SCIP-INF-6,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,KS_AMI-8A
100236,FAWCETT MEMORIAL HOSPITAL,PORT CHARLOTTE,FL,33952.0,CHARLOTTE,9416291181.0,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,FL_SCIP-INF-1
100284,WESTCHESTER GENERAL HOSPITAL,MIAMI,FL,33155.0,MIAMI-DADE,3052639270.0,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,FL_PN-5C
50526,HUNTINGTON BEACH HOSPITAL,HUNTINGTON BEACH,CA,92647.0,ORANGE,7148435000.0,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,CA_PN-3B
210034,HARBOR HOSPITAL,BROOKLYN,MD,55426.0,ANNE ARUNDEL,4103503200.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,MD_AMI-8A
250023,PEARL RIVER COUNTY HOSPITAL,POPLARVILLE,MS,39470.0,PEARL RIVER,6017954543.0,Acute Care Hospitals,Government - Local,No,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),MS_PN-6
23005F,IRON MOUNTAIN MI VA MEDICAL CENTER,IRON MOUNTAIN,MI,49801.0,DICKINSON,9067743300.0,Acute Care - VA Medical Center,Government Federal,No,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,MI_AMI-7A
230190,BRONSON VICKSBURG HOSPITAL,VICKSBURG,MI,49097.0,KALAMAZOO,2696492321.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,MI_AMI-1
150003,ST ELIZABETH CENTRAL,LAFAYETTE,IN,47904.0,TIPPECANOE,7654236161.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,IN_PN-5C
100226,ORANGE PARK MEDICAL CENTER INC,ORANGE PARK,FL,32073.0,CLAY,9042768500.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,FL_SCIP-VTE-2
50394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,VENTURA,CA,93003.0,VENTURA,8056525011.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,CA_AMI-1
50038,SANTA CLARA VALLEY MEDICAL CENTER,SAN JOSE,CA,95128.0,SANTA CLARA,4088855000.0,Acute Care Hospitals,Government - Local,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,CA_HF-4
261307,PERSHING MEMORIAL HOSPITAL,BROOKFIELD,MO,64628.0,LINN,6602582222.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,MO_SCIP-VTE-2
250069,RUSH FOUNDATION HOSPITAL,MERIDIAN,MS,39301.0,LAUDERDALE,6014830011.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,MS_HF-2
230236,LOUISVILLE VA MEDICAL CENTER,WYOMING,MI,49519.0,KENT,6162524761.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,MI_AMI-8A
100081,HEALTHMARK REGIONAL MEDICAL CENTER,DEFUNIAK SPRINGS,FL,32435.0,WALTON,8509514500.0,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,FL_AMI-4
161369,CRAWFORD COUNTY MEMORIAL HOSPITAL,oldiwki,IA,51442.0,CRAWFORD,7122635021.0,Critical Access Hospitals,Government - Local,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),IA_AMI-3
50230,GARDEN GROVE HOSPITAL & MEDICAL CENTER,GARDEN GROVE,FL,92843.0,ORANGE,7145375160.0,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,CA_PN-3B
240207,FAIRVIEW RIDGES HOSPITAL,BURNSVILLE,MN,55337.0,DAKOTA,9528922000.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),MN_AMI-3
150091,PARKVIEW HUNTINGTON HOSPITAL,HUNTINGTON,IN,46750.0,HUNTINGTON,2603553000.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,IN_HF-1
