City,ZipCode,State,PhoneNumber,MeasureCode,MeasureName,Stateavg,ProviderNumber,HospitalName,Condition
CENTRE,35960,AL,2569275531,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,AL_SCIP-INF-1,10022,CHEROKEE MEDICAL CENTER,Surgical Infection Prevention
CENTRE,35960,AL,2569275531,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,AL_SCIP-INF-2,10022,CHEROKEE MEDICAL CENTER,Surgical Infection Prevention
CENTRE,35960,AL,2569275531,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),AL_SCIP-INF-3,10022,CHEROKEE MEDICAL CENTER,Surgical Infection Prevention
CENTRE,35960,AL,2569275531,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,AL_SCIP-INF-4,10022,CHEROKEE MEDICAL CENTER,Surgical Infection Prevention
CENTRE,35960,AL,2569275531,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),AL_SCIP-INF-6,10022,CHEROKEE MEDICAL CENTER,Surgical Infection Prevention
CENTRE,35960,AL,2569275531,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,AL_SCIP-VTE-1,10022,CHEROKEE MEDICAL CENTER,Surgical Infection Prevention
CENTRE,35960,AL,2569275531,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,AL_SCIP-VTE-2,10022,CHEROKEE MEDICAL CENTER,Surgical Infection Prevention
MONTGOMERY,36116,AL,3342882100,AMI-1,Heart Attack Patients Given Aspirin at Arrival,AL_AMI-1,10023,BAPTIST MEDICAL CENTER SOUTH,Heart Attack
MONTGOMERY,36116,AL,3342882100,AMI-2,Heart Attack Patients Given Aspirin at Discharge,AL_AMI-2,10023,BAPTIST MEDICAL CENTER SOUTH,Heart Attack
MONTGOMERY,36116,AL,3342882100,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_AMI-3,10023,BAPTIST MEDICAL CENTER SOUTH,Heart Attack
MONTGOMERY,36116,AL,3342882100,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,AL_AMI-4,10023,BAPTIST MEDICAL CENTER SOUTH,Heart Attack
MONTGOMERY,36116,AL,3342882100,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,AL_AMI-5,10023,BAPTIST MEDICAL CENTER SOUTH,Heart Attack
MONTGOMERY,36116,AL,3342882100,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,AL_AMI-7A,10023,BAPTIST MEDICAL CENTER SOUTH,Heart Attack
MONTGOMERY,36116,AL,3342882100,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,AL_AMI-8A,10023,BAPTIST MEDICAL CENTER SOUTH,Heart Attack
MONTGOMERY,36116,AL,3342882100,HF-1,Heart Failure Patients Given Discharge Instructions,AL_HF-1,10023,BAPTIST MEDICAL CENTER SOUTH,Heart Failure
MONTGOMERY,36116,AL,3342882100,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,AL_HF-2,10023,BAPTIST MEDICAL CENTER SOUTH,Heart Failure
MONTGOMERY,36116,AL,3342882100,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_HF-3,10023,BAPTIST MEDICAL CENTER SOUTH,Heart Failure
MONTGOMERY,36116,AL,3342882100,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,AL_HF-4,10023,BAPTIST MEDICAL CENTER SOUTH,Heart Failure
MONTGOMERY,36116,AL,3342882100,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,AL_PN-2,10023,BAPTIST MEDICAL CENTER SOUTH,Pneumonia
MONTGOMERY,36116,AL,3342882100,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,AL_PN-3B,10023,BAPTIST MEDICAL CENTER SOUTH,Pneumonia
MONTGOMERY,36116,AL,3342882100,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,AL_PN-4,10023,BAPTIST MEDICAL CENTER SOUTH,Pneumonia
MONTGOMERY,36116,AL,3342882100,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,AL_PN-5C,10023,BAPTIST MEDICAL CENTER SOUTH,Pneumonia
MONTGOMERY,36116,AL,3342882100,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),AL_PN-6,10023,BAPTIST MEDICAL CENTER SOUTH,Pneumonia
MONTGOMERY,36116,AL,3342882100,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,AL_PN-7,10023,BAPTIST MEDICAL CENTER SOUTH,Pneumonia
MONTGOMERY,36116,AL,3342882100,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,AL_SCIP-CARD-2,10023,BAPTIST MEDICAL CENTER SOUTH,Surgical Infection Prevention
MONTGOMERY,36116,AL,3342882100,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,AL_SCIP-INF-1,10023,BAPTIST MEDICAL CENTER SOUTH,Surgical Infection Prevention
MONTGOMERY,36116,AL,3342882100,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,AL_SCIP-INF-2,10023,BAPTIST MEDICAL CENTER SOUTH,Surgical Infection Prevention
MONTGOMERY,36116,AL,3342882100,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),AL_SCIP-INF-3,10023,BAPTIST MEDICAL CENTER SOUTH,Surgical Infection Prevention
MONTGOMERY,36116,AL,3342882100,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,AL_SCIP-INF-4,10023,BAPTIST MEDICAL CENTER SOUTH,Surgical Infection Prevention
MONTGOMERY,36116,AL,3342882100,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),AL_SCIP-INF-6,10023,BAPTIST MEDICAL CENTER SOUTH,Surgical Infection Prevention
MONTGOMERY,36116,AL,3342882100,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,AL_SCIP-VTE-1,10023,BAPTIST MEDICAL CENTER SOUTH,Surgical Infection Prevention
MONTGOMERY,36116,AL,3342882100,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,AL_SCIP-VTE-2,10023,BAPTIST MEDICAL CENTER SOUTH,Surgical Infection Prevention
MONTGOMERY,36106,AL,3342938000,AMI-1,Heart Attack Patients Given Aspirin at Arrival,AL_AMI-1,10024,JACKSON HOSPITAL & CLINIC INC,Heart Attack
MONTGOMERY,36106,AL,3342938000,AMI-2,Heart Attack Patients Given Aspirin at Discharge,AL_AMI-2,10024,JACKSON HOSPITAL & CLINIC INC,Heart Attack
MONTGOMERY,36106,AL,3342938000,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_AMI-3,10024,JACKSON HOSPITAL & CLINIC INC,Heart Attack
MONTGOMERY,36106,AL,3342938000,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,AL_AMI-4,10024,JACKSON HOSPITAL & CLINIC INC,Heart Attack
MONTGOMERY,36106,AL,3342938000,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,AL_AMI-5,10024,JACKSON HOSPITAL & CLINIC INC,Heart Attack
MONTGOMERY,36106,AL,3342938000,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,AL_AMI-7A,10024,JACKSON HOSPITAL & CLINIC INC,Heart Attack
MONTGOMERY,36106,AL,3342938000,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,AL_AMI-8A,10024,JACKSON HOSPITAL & CLINIC INC,Heart Attack
MONTGOMERY,36106,AL,3342938000,HF-1,Heart Failure Patients Given Discharge Instructions,AL_HF-1,10024,JACKSON HOSPITAL & CLINIC INC,Heart Failure
MONTGOMERY,36106,AL,3342938000,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,AL_HF-2,10024,JACKSON HOSPITAL & CLINIC INC,Heart Failure
MONTGOMERY,36106,AL,3342938000,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_HF-3,10024,JACKSON HOSPITAL & CLINIC INC,Heart Failure
MONTGOMERY,36106,AL,3342938000,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,AL_HF-4,10024,JACKSON HOSPITAL & CLINIC INC,Heart Failure
MONTGOMERY,36106,AL,3342938000,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,AL_PN-2,10024,JACKSON HOSPITAL & CLINIC INC,Pneumonia
MONTGOMERY,36106,AL,3342938000,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,AL_PN-3B,10024,JACKSON HOSPITAL & CLINIC INC,Pneumonia
MONTGOMERY,36106,AL,3342938000,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,AL_PN-4,10024,JACKSON HOSPITAL & CLINIC INC,Pneumonia
MONTGOMERY,36106,AL,3342938000,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,AL_PN-5C,10024,JACKSON HOSPITAL & CLINIC INC,Pneumonia
MONTGOMERY,36106,AL,3342938000,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),AL_PN-6,10024,JACKSON HOSPITAL & CLINIC INC,Pneumonia
MONTGOMERY,36106,AL,3342938000,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,AL_PN-7,10024,JACKSON HOSPITAL & CLINIC INC,Pneumonia
MONTGOMERY,36106,AL,3342938000,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,AL_SCIP-CARD-2,10024,JACKSON HOSPITAL & CLINIC INC,Surgical Infection Prevention
MONTGOMERY,36106,AL,3342938000,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,AL_SCIP-INF-1,10024,JACKSON HOSPITAL & CLINIC INC,Surgical Infection Prevention
MONTGOMERY,36106,AL,3342938000,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,AL_SCIP-INF-2,10024,JACKSON HOSPITAL & CLINIC INC,Surgical Infection Prevention
MONTGOMERY,36106,AL,3342938000,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),AL_SCIP-INF-3,10024,JACKSON HOSPITAL & CLINIC INC,Surgical Infection Prevention
MONTGOMERY,36106,AL,3342938000,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,AL_SCIP-INF-4,10024,JACKSON HOSPITAL & CLINIC INC,Surgical Infection Prevention
MONTGOMERY,36106,AL,3342938000,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),AL_SCIP-INF-6,10024,JACKSON HOSPITAL & CLINIC INC,Surgical Infection Prevention
MONTGOMERY,36106,AL,3342938000,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,AL_SCIP-VTE-1,10024,JACKSON HOSPITAL & CLINIC INC,Surgical Infection Prevention
MONTGOMERY,36106,AL,3342938000,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,AL_SCIP-VTE-2,10024,JACKSON HOSPITAL & CLINIC INC,Surgical Infection Prevention
VALLEY,36854,AL,3347561400,AMI-1,Heart Attack Patients Given Aspirin at Arrival,AL_AMI-1,10025,G H LANIER MEMORIAL HOSPITAL,Heart Attack
VALLEY,36854,AL,3347561400,AMI-2,Heart Attack Patients Given Aspirin at Discharge,AL_AMI-2,10025,G H LANIER MEMORIAL HOSPITAL,Heart Attack
VALLEY,36854,AL,3347561400,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_AMI-3,10025,G H LANIER MEMORIAL HOSPITAL,Heart Attack
VALLEY,36854,AL,3347561400,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,AL_AMI-4,10025,G H LANIER MEMORIAL HOSPITAL,Heart Attack
VALLEY,36854,AL,3347561400,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,AL_AMI-5,10025,G H LANIER MEMORIAL HOSPITAL,Heart Attack
VALLEY,36854,AL,3347561400,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,AL_AMI-7A,10025,G H LANIER MEMORIAL HOSPITAL,Heart Attack
VALLEY,36854,AL,3347561400,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,AL_AMI-8A,10025,G H LANIER MEMORIAL HOSPITAL,Heart Attack
VALLEY,36854,AL,3347561400,HF-1,Heart Failure Patients Given Discharge Instructions,AL_HF-1,10025,G H LANIER MEMORIAL HOSPITAL,Heart Failure
VALLEY,36854,AL,3347561400,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,AL_HF-2,10025,G H LANIER MEMORIAL HOSPITAL,Heart Failure
VALLEY,36854,AL,3347561400,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_HF-3,10025,G H LANIER MEMORIAL HOSPITAL,Heart Failure
VALLEY,36854,AL,3347561400,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,AL_HF-4,10025,G H LANIER MEMORIAL HOSPITAL,Heart Failure
VALLEY,36854,AL,3347561400,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,AL_PN-2,10025,G H LANIER MEMORIAL HOSPITAL,Pneumonia
VALLEY,36854,AL,3347561400,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,AL_PN-3B,10025,G H LANIER MEMORIAL HOSPITAL,Pneumonia
VALLEY,36854,AL,3347561400,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,AL_PN-4,10025,G H LANIER MEMORIAL HOSPITAL,Pneumonia
VALLEY,36854,AL,3347561400,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,AL_PN-5C,10025,G H LANIER MEMORIAL HOSPITAL,Pneumonia
VALLEY,36854,AL,3347561400,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),AL_PN-6,10025,G H LANIER MEMORIAL HOSPITAL,Pneumonia
VALLEY,36854,AL,3347561400,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,AL_PN-7,10025,G H LANIER MEMORIAL HOSPITAL,Pneumonia
VALLEY,36854,AL,3347561400,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,AL_SCIP-CARD-2,10025,G H LANIER MEMORIAL HOSPITAL,Surgical Infection Prevention
VALLEY,36854,AL,3347561400,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,AL_SCIP-INF-1,10025,G H LANIER MEMORIAL HOSPITAL,Surgical Infection Prevention
VALLEY,36854,AL,3347561400,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,AL_SCIP-INF-2,10025,G H LANIER MEMORIAL HOSPITAL,Surgical Infection Prevention
VALLEY,36854,AL,3347561400,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),AL_SCIP-INF-3,10025,G H LANIER MEMORIAL HOSPITAL,Surgical Infection Prevention
VALLEY,36854,AL,3347561400,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,AL_SCIP-INF-4,10025,G H LANIER MEMORIAL HOSPITAL,Surgical Infection Prevention
VALLEY,36854,AL,3347561400,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),AL_SCIP-INF-6,10025,G H LANIER MEMORIAL HOSPITAL,Surgical Infection Prevention
VALLEY,36854,AL,3347561400,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,AL_SCIP-VTE-1,10025,G H LANIER MEMORIAL HOSPITAL,Surgical Infection Prevention
VALLEY,36854,AL,3347561400,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,AL_SCIP-VTE-2,10025,G H LANIER MEMORIAL HOSPITAL,Surgical Infection Prevention
ELBA,36323,AL,3348972257,AMI-1,Heart Attack Patients Given Aspirin at Arrival,AL_AMI-1,10027,ELBA GENERAL HOSPITAL,Heart Attack
ELBA,36323,AL,3348972257,AMI-2,Heart Attack Patients Given Aspirin at Discharge,AL_AMI-2,10027,ELBA GENERAL HOSPITAL,Heart Attack
ELBA,36323,AL,3348972257,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_AMI-3,10027,ELBA GENERAL HOSPITAL,Heart Attack
ELBA,36323,AL,3348972257,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,AL_AMI-4,10027,ELBA GENERAL HOSPITAL,Heart Attack
ELBA,36323,AL,3348972257,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,AL_AMI-5,10027,ELBA GENERAL HOSPITAL,Heart Attack
ELBA,36323,AL,3348972257,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,AL_AMI-7A,10027,ELBA GENERAL HOSPITAL,Heart Attack
ELBA,36323,AL,3348972257,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,AL_AMI-8A,10027,ELBA GENERAL HOSPITAL,Heart Attack
ELBA,36323,AL,3348972257,HF-1,Heart Failure Patients Given Discharge Instructions,AL_HF-1,10027,ELBA GENERAL HOSPITAL,Heart Failure
ELBA,36323,AL,3348972257,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,AL_HF-2,10027,ELBA GENERAL HOSPITAL,Heart Failure
ELBA,36323,AL,3348972257,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_HF-3,10027,ELBA GENERAL HOSPITAL,Heart Failure
ELBA,36323,AL,3348972257,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,AL_HF-4,10027,ELBA GENERAL HOSPITAL,Heart Failure
ELBA,36323,AL,3348972257,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,AL_PN-2,10027,ELBA GENERAL HOSPITAL,Pneumonia
ELBA,36323,AL,3348972257,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,AL_PN-3B,10027,ELBA GENERAL HOSPITAL,Pneumonia
ELBA,36323,AL,3348972257,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,AL_PN-4,10027,ELBA GENERAL HOSPITAL,Pneumonia
ELBA,36323,AL,3348972257,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,AL_PN-5C,10027,ELBA GENERAL HOSPITAL,Pneumonia
ELBA,36323,AL,3348972257,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),AL_PN-6,10027,ELBA GENERAL HOSPITAL,Pneumonia
ELBA,36323,AL,3348972257,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,AL_PN-7,10027,ELBA GENERAL HOSPITAL,Pneumonia
ELBA,36323,AL,3348972257,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,AL_SCIP-CARD-2,10027,ELBA GENERAL HOSPITAL,Surgical Infection Prevention
ELBA,36323,AL,3348972257,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,AL_SCIP-INF-1,10027,ELBA GENERAL HOSPITAL,Surgical Infection Prevention
ELBA,36323,AL,3348972257,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,AL_SCIP-INF-2,10027,ELBA GENERAL HOSPITAL,Surgical Infection Prevention
ELBA,36323,AL,3348972257,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),AL_SCIP-INF-3,10027,ELBA GENERAL HOSPITAL,Surgical Infection Prevention
ELBA,36323,AL,3348972257,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,AL_SCIP-INF-4,10027,ELBA GENERAL HOSPITAL,Surgical Infection Prevention
ELBA,36323,AL,3348972257,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),AL_SCIP-INF-6,10027,ELBA GENERAL HOSPITAL,Surgical Infection Prevention
ELBA,36323,AL,3348972257,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,AL_SCIP-VTE-1,10027,ELBA GENERAL HOSPITAL,Surgical Infection Prevention
ELBA,36323,AL,3348972257,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,AL_SCIP-VTE-2,10027,ELBA GENERAL HOSPITAL,Surgical Infection Prevention
OPELIKA,36801,AL,3347493411,AMI-1,Heart Attack Patients Given Aspirin at Arrival,AL_AMI-1,10029,EAST ALABAMA MEDICAL CENTER AND SNF,Heart Attack
OPELIKA,36801,AL,3347493411,AMI-2,Heart Attack Patients Given Aspirin at Discharge,AL_AMI-2,10029,EAST ALABAMA MEDICAL CENTER AND SNF,Heart Attack
OPELIKA,36801,AL,3347493411,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_AMI-3,10029,EAST ALABAMA MEDICAL CENTER AND SNF,Heart Attack
OPELIKA,36801,AL,3347493411,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,AL_AMI-4,10029,EAST ALABAMA MEDICAL CENTER AND SNF,Heart Attack
OPELIKA,36801,AL,3347493411,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,AL_AMI-5,10029,EAST ALABAMA MEDICAL CENTER AND SNF,Heart Attack
OPELIKA,36801,AL,3347493411,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,AL_AMI-7A,10029,EAST ALABAMA MEDICAL CENTER AND SNF,Heart Attack
OPELIKA,36801,AL,3347493411,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,AL_AMI-8A,10029,EAST ALABAMA MEDICAL CENTER AND SNF,Heart Attack
OPELIKA,36801,AL,3347493411,HF-1,Heart Failure Patients Given Discharge Instructions,AL_HF-1,10029,EAST ALABAMA MEDICAL CENTER AND SNF,Heart Failure
OPELIKA,36801,AL,3347493411,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,AL_HF-2,10029,EAST ALABAMA MEDICAL CENTER AND SNF,Heart Failure
OPELIKA,36801,AL,3347493411,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_HF-3,10029,EAST ALABAMA MEDICAL CENTER AND SNF,Heart Failure
OPELIKA,36801,AL,3347493411,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,AL_HF-4,10029,EAST ALABAMA MEDICAL CENTER AND SNF,Heart Failure
OPELIKA,36801,AL,3347493411,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,AL_PN-2,10029,EAST ALABAMA MEDICAL CENTER AND SNF,Pneumonia
OPELIKA,36801,AL,3347493411,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,AL_PN-3B,10029,EAST ALABAMA MEDICAL CENTER AND SNF,Pneumonia
OPELIKA,36801,AL,3347493411,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,AL_PN-4,10029,EAST ALABAMA MEDICAL CENTER AND SNF,Pneumonia
OPELIKA,36801,AL,3347493411,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,AL_PN-5C,10029,EAST ALABAMA MEDICAL CENTER AND SNF,Pneumonia
OPELIKA,36801,AL,3347493411,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),AL_PN-6,10029,EAST ALABAMA MEDICAL CENTER AND SNF,Pneumonia
OPELIKA,36801,AL,3347493411,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,AL_PN-7,10029,EAST ALABAMA MEDICAL CENTER AND SNF,Pneumonia
OPELIKA,36801,AL,3347493411,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,AL_SCIP-CARD-2,10029,EAST ALABAMA MEDICAL CENTER AND SNF,Surgical Infection Prevention
OPELIKA,36801,AL,3347493411,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,AL_SCIP-INF-1,10029,EAST ALABAMA MEDICAL CENTER AND SNF,Surgical Infection Prevention
OPELIKA,36801,AL,3347493411,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,AL_SCIP-INF-2,10029,EAST ALABAMA MEDICAL CENTER AND SNF,Surgical Infection Prevention
OPELIKA,36801,AL,3347493411,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),AL_SCIP-INF-3,10029,EAST ALABAMA MEDICAL CENTER AND SNF,Surgical Infection Prevention
OPELIKA,36801,AL,3347493411,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,AL_SCIP-INF-4,10029,EAST ALABAMA MEDICAL CENTER AND SNF,Surgical Infection Prevention
OPELIKA,36801,AL,3347493411,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),AL_SCIP-INF-6,10029,EAST ALABAMA MEDICAL CENTER AND SNF,Surgical Infection Prevention
OPELIKA,36801,AL,3347493411,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,AL_SCIP-VTE-1,10029,EAST ALABAMA MEDICAL CENTER AND SNF,Surgical Infection Prevention
OPELIKA,36801,AL,3347493411,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,AL_SCIP-VTE-2,10029,EAST ALABAMA MEDICAL CENTER AND SNF,Surgical Infection Prevention
WEDOWEE,36278,AL,2563572111,AMI-1,Heart Attack Patients Given Aspirin at Arrival,AL_AMI-1,10032,WEDOWEE HOSPITAL,Heart Attack
WEDOWEE,36278,AL,2563572111,AMI-2,Heart Attack Patients Given Aspirin at Discharge,AL_AMI-2,10032,WEDOWEE HOSPITAL,Heart Attack
